GENERATION 1
278 // [[0, 0, 0, 5], [1, 0, 0, -3], [1, 0, 1, -4], [1, 0, 0, -6], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 3], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 5, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6], [0, 5, 3, 6], [1, 0, 0, 5], [0, 5, 4, -2], [0, 1, 0, -1], [1, 3, 0, 5], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 5, -5], [1, 4, 1, 2]]
47 // [[1, 4, 0, -6], [1, 0, 0, 5], [0, 0, 4, -3], [0, 0, 0, 3], [0, 5, 0, -2], [0, 0, 5, -4], [0, 5, 0, -2], [0, 2, 0, 3], [1, 4, 0, 6], [0, 1, 0, -4], [1, 4, 1, 5], [0, 4, 0, -3], [0, 0, 5, 5], [1, 1, 1, -4], [0, 6, 0, -3], [1, 1, 0, -5], [1, 1, 0, -5], [0, 2, 4, -1], [0, 1, 0, -4], [1, 4, 0, 6], [0, 0, 5, -4], [0, 5, 0, 4], [0, 4, 0, -3], [0, 3, 2, 4]]
46 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
46 // [[1, 1, 0, -5], [0, 5, 3, 6], [0, 4, 0, -3], [0, 4, 1, -6], [1, 0, 0, 5], [0, 1, 0, -4], [0, 3, 2, 4], [0, 5, 4, -2], [1, 0, 0, -6], [1, 4, 0, 6], [0, 3, 0, 0], [0, 5, 2, -6], [1, 4, 0, 6], [0, 0, 0, -1], [0, 0, 5, 5], [0, 5, 5, 6], [0, 5, 0, 4], [1, 4, 1, 5], [1, 1, 1, -4], [1, 0, 1, -4], [1, 4, 1, 2], [1, 0, 0, -3.004461551258948], [0, 2, 0, 3], [0, 3, 3, 2]]
46 // [[0, 0, 5, 5], [1, 4, 0, -6], [0, 4, 0, -3], [0, 0, 1, 6], [0, 6, 0, -3], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 4, -3], [1, 1, 1, -4], [0, 5, 0, -2], [1, 1, 1, -4], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [1, 4, 0, 6], [0, 5, 2, -6], [0, 5, 0, 4], [1, 4, 1, 5], [0, 6, 0, -3], [0, 2, 0, 3], [0, 3, 2, 4], [0, 2, 4, -1], [0, 0, 0, 3], [0, 3, 2, 4]]
46 // [[0, 0, 1, 6], [0, 3, 4, -2], [1, 0, 1, 0], [1, 1, 1, -5], [1, 3, 0, 3], [0, 1, 1, 4], [0, 0, 0, -1], [1, 0, 0, -4], [0, 6, 0, 5], [1, 1, 0, -5], [0, 0, 1, 5], [0, 3, 4, 5.770045047612639], [0, 0, 0, 3], [0, 1, 5, -5], [1, 4, 0, 2], [0, 2, 0, -2], [1, 0, 0, 5], [0, 6, 5, 2], [0, 5, 0, 4], [0, 3, 2, 6], [0, 3, 2, 5], [0, 0, 3, -3], [1, 0, 1, -4], [1, 3, 0, 5]]
46 // [[0, 4, 5, 2], [0, 0, 5, 5], [0, 0, 1, 6], [1, 0, 0, -6], [1, 0, 1, 0], [1, 3, 0, -3], [0, 3, 2, 6], [0, 5, 4, -2], [0, 3, 2, 5], [0, 5, 0, 4], [0, 6, 0, 5], [0, 0, 0, 5], [1, 0, 0, 6.049803567362803], [1, 0, 0, 5], [0, 1, 0, -1], [0, 3, 4, 5.770045047612639], [1, 0, 0, -6], [0, 3, 2, -4], [0, 6, 5, 2], [1, 0, 0, -4], [1, 1, 1, -5], [1, 3, 0, 3], [0, 0, 3, -3], [1, 3, 0, 5]]
46 // [[0, 1, 0, -1], [0, 1, 0, -1], [0, 5, 3, 6], [0, 0, 0, -1], [1, 3, 0, -3], [1, 0, 1, -4], [1, 0, 0, -3.004461551258948], [1, 3, 0, 3], [1, 4, 0, 3], [0, 5, 4, -2], [1, 4, 1, 2], [1, 0, 0, 5], [0, 0, 0, -1], [0, 0, 5, 5], [0, 3, 2, -4], [1, 4, 0, 6], [1, 0, 0, -6], [1, 4, 0, 3], [0, 3, 2, 5], [1, 3, 0, 5], [1, 0, 0, -6], [1, 0, 1, -4], [0, 5, 4, -2], [1, 3, 0, 3]]
46 // [[0, 0, 1, 6], [1, 1, 1, -5], [0, 0, 3, -1], [0, 0, 3, -1], [0, 6, 0, 5], [1, 1, 0, -5], [1, 1, 0, -5], [0, 3, 2, 6], [0, 2, 0, 5], [1, 0, 0, 6.049803567362803], [0, 0, 3, -3], [1, 4, 0, 2], [0, 2, 0, -2], [1, 4, 0, 2], [0, 4, 5, 2], [1, 0, 0, 4], [1, 0, 1, 0], [0, 5, 0, 4], [0, 3, 4, 5.770045047612639], [0, 0, 3, -3], [0, 5, 0, 4], [0, 0, 1, 5], [1, 4, 1, 1], [0, 2, 0, -2]]
46 // [[0, 3, 4, 5.770045047612639], [1, 0, 0, -4], [1, 0, 1, 0], [1, 0, 0, 6.049803567362803], [1, 0, 1, -4], [0, 3, 2, -4], [0, 1, 5, -5], [1, 5, 0, 4.710960809001053], [0, 0, 0, -1], [0, 5, 0, 4], [1, 4, 0, 6], [1, 3, 0, 3], [0, 3, 4, -2], [0, 6, 5, 2], [1, 0, 0, -3.004461551258948], [0, 4, 3, 6], [0, 1, 1, 4], [1, 0, 0, 5], [0, 3, 2, 5], [0, 0, 0, 3], [0, 4, 5, 2], [0, 0, 1, 6], [0, 0, 1, 5], [0, 4, 1, -6]]
46 // [[0, 5, 3, -4], [0, 5, 2, -6], [0, 3, 0, 0], [0, 0, 1, 6], [0, 2, 0, 5], [1, 4, 1, 5], [1, 1, 0, -5], [0, 4, 5, 2], [0, 0, 1, 5], [1, 4, 0, 6], [0, 0, 1, 6], [0, 6, 5, 2], [0, 3, 2, 6], [0, 1, 0, -4], [0, 0, 3, -1], [0, 3, 4, -2], [1, 0, 0, 5], [1, 1, 0, -5], [0, 6, 0, -3], [1, 4, 0, 6], [0, 0, 0, 3], [1, 0, 0, 6.049803567362803], [1, 4, 0, -6], [0, 0, 5, 5]]
46 // [[0, 0, 0, 3], [0, 6, 0, 5], [0, 1, 0, -4], [0, 3, 2, 6], [0, 5, 2, -6], [1, 1, 0, -5], [0, 0, 3, -3], [1, 1, 1, -5], [0, 3, 3, 2], [0, 0, 2, -3], [1, 4, 0, -6], [0, 5, 5, 6], [0, 0, 1, 5], [0, 5, 0, -2], [1, 1, 1, -4], [1, 0, 0, 5], [1, 4, 0, 2], [0, 0, 5, -4], [0, 2, 0, 3], [0, 4, 5, 2], [0, 2, 4, -1], [0, 0, 1, 6], [1, 0, 0, -4], [0, 2, 0, -2]]
46 // [[0, 5, 4, -2], [1, 3, 0, -3], [1, 0, 1, -4], [1, 0, 0, -6], [0, 4, 0, -3], [0, 5, 3, 6], [0, 3, 2, -4], [1, 0, 0, -3.004461551258948], [0, 5, 0, 4], [0, 1, 1, 4], [1, 4, 1, -4], [0, 5, 2, -6], [0, 0, 0, 3], [0, 0, 5, -4], [1, 3, 0, 3], [1, 3, 0, -4], [1, 4, 0, 6], [1, 5, 1, -0.6787687492862693], [0, 5, 0, -2], [1, 0, 0, -6], [0, 1, 0, -1], [1, 4, 1, 2], [0, 0, 5, 5], [0, 0, 1, 6]]
45 // [[1, 4, 0, -6], [1, 4, 1, 5], [0, 3, 3, 2], [1, 1, 1, -4], [0, 6, 0, -3], [0, 3, 2, 4], [0, 0, 5, -4], [0, 1, 0, -4], [0, 5, 0, 4], [0, 0, 0, 3], [0, 3, 0, 0], [0, 5, 0, -2], [1, 1, 0, -5], [0, 4, 0, -3], [0, 0, 4, -3], [0, 5, 5, 6], [1, 4, 0, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 0, 5, 5], [0, 2, 4, -1], [0, 2, 0, 3], [1, 0, 0, 5], [0, 5, 2, -6]]
45 // [[0, 5, 3, -4], [0, 2, 0, 5], [0, 0, 2, -3], [0, 4, 3, 6], [1, 4, 1, 2], [0, 1, 1, 4], [0, 3, 2, -4], [1, 4, 1, 1], [1, 1, 1, -5], [1, 0, 0, -6], [0, 4, 5, 2], [0, 0, 3, -1], [0, 1, 0, -1], [1, 3, 0, -3], [1, 0, 0, -3.004461551258948], [1, 0, 0, 4], [0, 3, 2, 5], [1, 4, 0, 3], [1, 0, 0, -4], [0, 3, 4, 5.770045047612639], [1, 0, 0, 5], [1, 1, 0, -5], [0, 0, 3, -3], [1, 0, 0, 6.049803567362803]]
45 // [[0, 0, 0, -1], [0, 6, 5, 2], [0, 1, 5, -5], [0, 0, 2, -3], [0, 3, 2, 6], [1, 0, 0, 5], [0, 4, 3, 6], [0, 3, 2, -4], [1, 0, 1, 0], [0, 5, 3, 6], [0, 0, 0, 5], [1, 4, 0, 3], [0, 3, 4, 5.770045047612639], [0, 3, 4, -2], [1, 5, 0, 4.710960809001053], [0, 0, 1, 5], [0, 4, 5, 2], [1, 0, 0, 4], [1, 3, 0, 3], [1, 4, 1, 1], [1, 0, 0, -3.004461551258948], [1, 0, 0, 6.049803567362803], [0, 3, 2, 5], [0, 6, 0, 5]]
45 // [[1, 0, 0, -3.004461551258948], [0, 5, 2, -6], [0, 4, 1, -6], [0, 0, 0, -1], [0, 0, 0, 5], [0, 1, 1, 4], [0, 4, 3, 6], [0, 0, 1, 6], [1, 4, 0, 6], [0, 1, 0, -1], [0, 5, 0, -2], [1, 0, 0, 5], [0, 0, 4, -3], [0, 2, 4, -1], [0, 2, 0, 3], [0, 0, 0, 3], [0, 5, 3, 6], [0, 4, 0, -3], [1, 0, 1, -4], [1, 4, 0, 6], [1, 4, 0, 6], [1, 0, 0, 5], [0, 3, 2, 4], [0, 5, 0, 4]]
45 // [[1, 4, 0, 6], [0, 0, 2, -3], [0, 0, 3, -1], [0, 3, 4, -2], [1, 0, 0, 4], [1, 1, 0, -5], [1, 1, 0, -5], [0, 0, 0, 3], [0, 2, 0, -2], [0, 0, 1, 6], [1, 4, 1, 1], [0, 2, 0, 5], [0, 2, 4, -1], [0, 0, 3, -3], [0, 3, 3, 2], [0, 3, 0, 0], [1, 1, 1, -5], [1, 0, 0, 6.049803567362803], [1, 4, 1, 5], [0, 0, 1, 6], [0, 6, 0, -3], [0, 5, 5, 6], [0, 3, 2, 6], [1, 5, 0, 4.710960809001053]]
45 // [[0, 4, 0, -3], [0, 3, 0, 0], [0, 5, 2, -6], [0, 3, 3, 2], [1, 0, 0, 6.049803567362803], [0, 6, 0, -3], [0, 0, 5, 5], [0, 3, 2, 4], [0, 5, 0, 4], [0, 2, 4, -1], [1, 1, 1, -4], [1, 1, 1, -5], [1, 1, 0, -5], [0, 6, 0, 5], [0, 3, 2, 6], [0, 0, 5, -4], [0, 6, 5, 2], [1, 1, 0, -5], [1, 4, 1, 5], [0, 0, 0, 3], [0, 5, 5, 6], [0, 3, 4, 5.770045047612639], [1, 4, 0, 6], [0, 0, 5, 5]]
GENERATION 3
221 // [[0, 0, 0, 5], [0, 5, 2, -2], [0, 4, 3, 6.586249895760425], [1, 4, 0, 3], [0, 0, 1, -4.0711545261752295], [0, 5, 2, -2], [0, 3, 2, -4], [1, 3, 0, 2.718855824354983], [0, 3, 0, 5.32594572761592], [0, 4, 3, 6.586249895760425], [0, 1, 0, -1.5628682538057237], [0, 4, 1, -6], [1, 0, 0, -3.004461551258948], [1, 3, 0, 2.718855824354983], [0, 1, 1, 4], [0, 3, 2, -4], [1, 4, 0, 2], [1, 0, 0, -5.10368295730919], [0, 1, 0, -1.5628682538057237], [1, 0, 0, 5], [0, 0, 0, 3], [0, 0, 5, 5], [0, 1, 4, -5], [0, 3, 2, 5]]
106 // [[0, 0, 0, 3], [0, 3, 2, -4], [0, 1, 0, -1.5628682538057237], [0, 1, 0, -1.5628682538057237], [0, 4, 3, 6], [1, 3, 0, -3], [0, 3, 0, 5.32594572761592], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 3, 0, 2.718855824354983], [0, 0, 5, 5], [0, 4, 1, -6], [0, 5, 2, -2], [1, 0, 0, -5.10368295730919], [0, 1, 1, 4], [0, 1, 1, 4], [0, 4, 1, -6], [0, 3, 0, 5.32594572761592], [1, 0, 0, -3.004461551258948], [0, 0, 5, 5], [1, 0, 0, -6], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
53 // [[0, 0, 0, 5], [1, 0, 0, -3.004461551258948], [0, 0, 1, -4.0711545261752295], [1, 0, 0, -5.10368295730919], [0, 0, 0, -1], [0, 4, 3, 6], [1, 3, 0, 2.718855824354983], [0, 4, 1, -6], [0, 3, 2, -4], [0, 1, 1, 4], [1, 3, 0, -3], [0, 0, 0, 3], [1, 4, 0, 3], [0, 3, 2, 5], [1, 4, 0, 6.723379988498441], [0, 4, 3, 6.586249895760425], [1, 0, 0, 5], [0, 5, 2, -2], [0, 1, 0, -1.5628682538057237], [0, 3, 0, 5.32594572761592], [0, 0, 5, 5], [1, 0, 0, -6], [0, 1, 4, -5], [1, 4, 0, 2]]
